순번,시도본부,소방서,119안전센터명,주소,전화번호,팩스번호
213,대구광역시,달서소방서,본리119안전센터,대구광역시 달서구 대명천로 134,053-607-2952,053-625-0119
214,대구광역시,달서소방서,송현119안전센터,대구광역시 달서구 월배로 262,053-607-2962,053-632-1990
215,대구광역시,달서소방서,도원119안전센터,대구광역시 달서구 도원로 8,053-607-2972,053-636-8110
216,대구광역시,달성소방서,현풍119안전센터,대구광역시 달성군 현풍읍 비슬로 480,053-602-4932,053-670-5426
217,대구광역시,달성소방서,논공119안전센터,대구광역시 달성군 논공읍 논공중앙로33길 5,053-602-4952,053-615-6119
218,대구광역시,달성소방서,화원119안전센터,대구광역시 달성군 화원읍 화암로 122,053-602-4962,053-639-2119
219,대구광역시,달성소방서,구지119안전센터,대구광역시 달성군 구지면 달성2차로 111,053-602-4972,053-611-1197
220,대구광역시,달성소방서,옥포119안전센터,대구광역시 달성군 옥포읍 돌미로 93,053-602-4982,053-615-9195
221,대구광역시,강서소방서,다사119안전센터,대구광역시 달성군 다사읍 달구벌대로 920,053-601-5620,053-587-4119
222,대구광역시,강서소방서,성서119안전센터,대구광역시 달서구 성서로 357,053-601-5630,053-583-0120
223,대구광역시,강서소방서,죽전119안전센터,대구광역시 달서구 와룡로 222,053-601-5640,053-563-0120
224,대구광역시,강서소방서,대천119안전센터,대구광역시 달서구 달서대로58길 129,053-601-5650,053-584-0120
225,대구광역시,강서소방서,매곡119안전센터,대구광역시 달성군 다사읍 달구벌대로 753,053-601-5660,053-591-0119
226,인천광역시,중부소방서,중앙119안전센터,인천광역시 중구 인중로 204,032-870-5180,032-870-5168
227,인천광역시,중부소방서,송현119안전센터,인천광역시 동구 방축로 39,032-576-0119,032-579-3119
228,인천광역시,중부소방서,송림119안전센터,인천광역시 동구 샛골로 133,032-764-7119,032-764-7109
229,인천광역시,중부소방서,만석119안전센터,인천광역시 동구 제물량로 396,032-766-0119,032-766-2119
230,인천광역시,중부소방서,연안119안전센터,인천광역시 중구 축항대로 118,032-887-4689,032-887-4689
231,인천광역시,중부소방서,백령119안전센터,인천광역시 옹진군 백령면 백령남로 30,032-836-0119,032-836-2119
232,인천광역시,남동소방서,구월119안전센터,인천광역시 남동구 인주대로 714,032-870-5221,032-461-1197
233,인천광역시,남동소방서,만수119안전센터,인천광역시 남동구 백범로 207,032-870-5222,032-464-7290
234,인천광역시,남동소방서,간석119안전센터,인천광역시 남동구 경인로 621,032-870-5223,032-431-1119
235,인천광역시,남동소방서,담방119안전센터,인천광역시 남동구 매소홀로 1044,032-870-5224,032-469-1119
236,인천광역시,남동소방서,서창119안전센터,인천광역시 남동구 서창방산로 61,032-870-5259,032-463-1199
237,인천광역시,부평소방서,갈산119안전센터,인천광역시 부평구 부평대로 324,032-723-5353,032-519-1190
238,인천광역시,부평소방서,부평119안전센터,인천광역시 부평구 부평대로 8,032-723-5354,032-513-1190
239,인천광역시,부평소방서,십정119안전센터,인천광역시 부평구 경원대로 1111,032-723-5355,032-422-0819
240,인천광역시,부평소방서,산곡119안전센터,인천광역시 부평구 마장로 198,032-723-5356,032-506-1190
241,인천광역시,부평소방서,부개119안전센터,인천광역시 부평구 부개로 6,032-723-5357,032-362-1991
242,인천광역시,부평소방서,삼산119안전센터,인천광역시 부평구 충선로 252,032-723-5358,032-508-9119
243,인천광역시,서부소방서,연희119안전센터,인천광역시 서구 서곶로292,032-723-5421,032-562-0138
244,인천광역시,서부소방서,가좌119안전센터,인천광역시 서구 백범로678번길 17,032-578-0119,032-577-2119
245,인천광역시,서부소방서,신현119안전센터,인천광역시 서구 가정로 333-1,032-572-0119,032-572-7119
246,인천광역시,서부소방서,석남119안전센터,인천광역시 서구 석남로102,032-571-0119,032-581-7609
247,인천광역시,서부소방서,검단119안전센터,인천광역시 서구 완정로 191,032-565-0119,032-564-0119
248,인천광역시,서부소방서,오류119안전센터,인천광역시 서구 검단로 229,032-566-1118,032-565-4119
249,인천광역시,서부소방서,검암119안전센터,인천광역시 서구 승학로 474,032-568-7119,032-562-1199
250,인천광역시,서부소방서,원당119안전센터,인천광역시 서구 원당대로 881,032-563-1195,032-568-1196
251,인천광역시,서부소방서,청라119안전센터,인천광역시 서구 청라한내로 77 ,032-569-5026,032-569-5027
252,인천광역시,서부소방서,원창119안전센터,인천광역시 서구 북항로32번길 47-5,032-577-0119,032-581-2119
253,인천광역시,공단소방서,고잔119안전센터,인천광역시 남동구 남동서로 208,032-723-5521,032-818-7119
254,인천광역시,공단소방서,옥련119안전센터,인천광역시 연수구 청량로 155번길 7,032-832-0119,032-834-6119
255,인천광역시,공단소방서,도림119안전센터,인천광역시 남동구 비류대로 667,032-814-2119,032-814-1196
256,인천광역시,공단소방서,동춘119안전센터,인천광역시 연수구 앵고개로 241,032-813-2119,032-813-1193
257,인천광역시,공단소방서,논현119안전센터,인천광역시 남동구 소래역로 109,032-439-2119,032-439-5119
258,인천광역시,공단소방서,소래119안전센터,인천광역시 남동구 에코중앙로 86,032-432-0440,032-432-0550
259,인천광역시,계양소방서,작전119안전센터,인천광역시 계양구 장제로 774,032-650-5621,032-555-8118
260,인천광역시,계양소방서,계산119안전센터,인천광역시 계양구 주부토길 557,032-542-0119,032-547-0119
261,인천광역시,계양소방서,장기119안전센터,인천광역시 계양구 장기서로 14,032-515-6119,032-547-6112
262,인천광역시,계양소방서,효성119안전센터,인천광역시 계양구 효서로 96-1,032-541-0119,032-554-2119
263,인천광역시,미추홀소방서,신기119안전센터,인천광역시 미추홀구 인하로 190,032-870-3295,032-870-3288
264,인천광역시,미추홀소방서,주안119안전센터,인천광역시 미추홀구 한나루로 607,032-870-3452,032-874-7261
265,인천광역시,미추홀소방서,도화119안전센터,인천광역시 미추홀구 장고개로 85,032-870-3453,032-872-2119
266,인천광역시,미추홀소방서,용현119안전센터,인천광역시 미추홀구 독배로 376,032-887-3454,032-889-2119
267,인천광역시,미추홀소방서,관교119안전센터,인천광역시 미추홀구 인하로 450,032-870-3455,032-435-1196
268,인천광역시,미추홀소방서,숭의119안전센터,인천광역시 미추홀구 석정로 51,032-870-3456,032-891-3119
269,인천광역시,강화소방서,불은119안전센터,인천광역시 강화군 불은면 중앙로 505,032-930-5811,032-930-5812
270,인천광역시,강화소방서,강화119안전센터,인천광역시 강화군 강화읍 남문로23번길 11,032-930-5894,032-932-0580
271,인천광역시,강화소방서,길상119안전센터,인천광역시 강화군 길상면 마니산로 93,032-930-5822,032-930-5899
272,인천광역시,강화소방서,내가119안전센터,인천광역시 강화군 내가면 강화서로 235-1,032-930-5823,032-933-9919
273,인천광역시,영종소방서,공항119안전센터,인천광역시 중구 제2터미널대로 268 ,032-727-6180,032-727-6190
274,인천광역시,영종소방서,운서119안전센터,인천광역시 중구 흰바위로27번길 16,032-727-6182,032-751-0119
275,인천광역시,영종소방서,운남119안전센터,인천광역시 중구 운남로 116,032-727-6181,032-746-0119
276,인천광역시,영종소방서,용유119안전센터,인천광역시 중구 용유서로128번길 1,032-727-6183,032-747-0119
277,광주광역시,동부소방서,대인119안전센터,광주광역시 동구 제봉로 210(대인동),062-606-4203,062-606-4229
278,광주광역시,동부소방서,용산119안전센터,광주광역시 동구 남문로 535(용산동),062-606-4403,062-606-4419
279,광주광역시,동부소방서,지산119안전센터,광주광역시 동구 밤실로30번길 16(지산동),062-606-4423,062-606-4439
280,광주광역시,서부소방서,화정119안전센터,광주광역시 서구 화운로 197(화정동),062-606-4255,062-606-4279
281,광주광역시,서부소방서,염주119안전센터,광주광역시 서구 염화로 77(화정동),062-606-4507,062-606-4519
282,광주광역시,서부소방서,금호119안전센터,광주광역시 서구 운천로 112(쌍촌동),062-606-4525,062-606-4539
283,광주광역시,서부소방서,상무119안전센터,광주광역시 서구 치평로 65(치평동),062-606-4543,062-606-4559
284,광주광역시,서부소방서,풍암119안전센터,광주광역시 서구 회재로 907(금호동),062-606-4564,062-606-4579
285,광주광역시,남부소방서,송하119안전센터,광주광역시 남구 송암로58번길 13(송하동),062-606-4303,062-606-4329
286,광주광역시,남부소방서,월산119안전센터,광주광역시 남구 수박등로 1(월산동),062-606-4603,062-606-4619
287,광주광역시,남부소방서,봉선119안전센터,광주광역시 남구 오방로 63(방림동),062-606-4623,062-606-4639
288,광주광역시,북부소방서,문흥119안전센터,광주광역시 북구 서하로 290(오치동),062-606-4353,062-606-4379
289,광주광역시,북부소방서,임동119안전센터,광주광역시 북구 서림로 5(임동),062-606-4703,062-606-4719
290,광주광역시,북부소방서,우산119안전센터,광주광역시 북구 동문대로 127(우산동),062-606-4723,062-606-4739
291,광주광역시,북부소방서,일곡119안전센터,광주광역시 북구 설죽로 529(일곡동),062-606-4743,062-606-4759
292,광주광역시,북부소방서,두암119안전센터,광주광역시 북구 삼정로 5(두암동),062-606-4763,062-606-4779
293,광주광역시,북부소방서,동림119안전센터,광주광역시 북구 북문대로 202(동림동),062-606-4783,062-606-4799
294,광주광역시,광산소방서,하남119안전센터,광주광역시 광산구 하남산단1번로 13(하남동),062-606-4903,062-606-4929
295,광주광역시,광산소방서,송정119안전센터,광주광역시 광산구 상무대로 93-1(도산동),062-606-4803,062-606-4819
296,광주광역시,광산소방서,월곡119안전센터,광주광역시 광산구 우산로 85번길 12-5(우산동),062-606-4828,062-606-4839
297,광주광역시,광산소방서,비아119안전센터,광주광역시 광산구 비아로12번길 10(비아동),062-606-4843,062-606-4859
298,광주광역시,광산소방서,신가119안전센터,광주광역시 광산구 수등로 236(신가동),062-606-4863,062-606-4879
299,광주광역시,광산소방서,첨단119안전센터,광주광역시 광산구 임방울대로825번길 16(쌍암동),062-606-4883,062-606-4899
300,광주광역시,광산소방서,평동119안전센터,광주광역시 광산구 월전로 59(월전동),062-606-4953,062-606-4969
301,대전광역시,동부소방서,가양119안전센터,대전광역시 동구 계족로 300,042-270-1221,042-270-1229
302,대전광역시,동부소방서,삼성119안전센터,대전광역시 동구 태전로 134,042-270-1231,042-270-1239
303,대전광역시,동부소방서,원동119안전센터,대전광역시 동구 대전천동로 508,042-270-1241,042-270-1249
304,대전광역시,동부소방서,부사119안전센터,대전광역시 중구 대종로 373,042-270-1251,042-270-1259
305,대전광역시,동부소방서,산내119안전센터,대전광역시 동구 산내로 1328,042-270-1261,042-270-1269
306,대전광역시,동부소방서,용운119안전센터,대전광역시 동구 용운로 151번길 88,042-270-1271,042-270-1279
307,대전광역시,둔산소방서,갈마119안전센터,대전광역시 서구 갈마중로 15,042-270-1804,042-270-1959
308,대전광역시,둔산소방서,태평119안전센터,대전광역시 중구 동서대로 1235,042-270-1811,042-270-1819
309,대전광역시,둔산소방서,탄방119안전센터,대전광역시 서구 문정로 142,042-270-1821,042-270-1829
310,대전광역시,둔산소방서,월평119안전센터,대전광역시 서구 청사로 27,042-270-1831,042-270-1839
311,대전광역시,둔산소방서,샘머리119안전센터,대전광역시 서구 둔산로 101번길 26,042-270-1841,042-270-1849
312,대전광역시,대덕소방서,법동119안전센터,대전광역시 대덕구 계족로 682,042-270-1851,042-270-1859
313,대전광역시,대덕소방서,대화119안전센터,대전광역시 대덕구 대화로 81,042-270-1861,042-270-1869
314,대전광역시,대덕소방서,덕암119안전센터,대전광역시 대덕구 신탄진로 661,042-270-1871,042-270-1879
315,대전광역시,대덕소방서,문평119안전센터,대전광역시 대덕구 문평동로 18번길 34,042-270-1881,042-270-1889
316,대전광역시,대덕소방서,송촌119안전센터,대전광역시 대덕구 동춘당로 65,042-270-1891,042-270-1899
317,대전광역시,유성소방서,도룡119안전센터,대전광역시 유성구 대덕대로 516,042-270-1903,042-270-1909
318,대전광역시,유성소방서,전민119안전센터,대전광역시 유성구 엑스포로 486-11,042-270-1912,042-270-1919
319,대전광역시,유성소방서,구암119안전센터,대전광역시 유성구 월드컵대로 263,042-270-1922,042-270-1929
320,대전광역시,유성소방서,궁동119안전센터,대전광역시 유성구 궁동로 35,042-270-1931,042-270-1939
321,대전광역시,유성소방서,노은119안전센터,대전광역시 유성구 노은로 101,042-270-1942,042-270-1949
322,대전광역시,서부소방서,복수119안전센터,대전광역시 서구 복수서로 67,042-270-1952,042-270-1952
323,대전광역시,서부소방서,문화119안전센터,대전광역시 중구 계룡로 918번길 67,042-270-1961,042-270-1969
324,대전광역시,서부소방서,산성119안전센터,대전광역시 중구 산성로 59,042-270-1971,042-270-1979
325,대전광역시,서부소방서,가수원119안전센터,대전광역시 서구 용소로 46,042-270-1981,042-270-1989
326,대전광역시,서부소방서,원내119안전센터,대전광역시 유성구 계백로 801번길 17,042-270-1991,042-270-1999
327,울산광역시,중부소방서,유곡119안전센터,울산광역시 중구 종가로 205,052-241-2409,052-241-2419
328,울산광역시,중부소방서,성남119안전센터,울산광역시 중구 만남의거리 14,052-241-2421,052-241-2439
329,울산광역시,중부소방서,병영119안전센터,울산광역시 중구 구교로 226,052-241-2441,052-241-2459
330,울산광역시,중부소방서,태화119안전센터,울산광역시 중구 태화로 111,052-241-2531,052-241-2549
331,울산광역시,남부소방서,삼산119안전센터,울산광역시 남구 삼산중로 149,052-241-2580,052-241-2599
332,울산광역시,남부소방서,여천119안전센터,울산광역시 남구 여천로 81-33,052-241-2610,052-241-2629
333,울산광역시,남부소방서,신정119안전센터,울산광역시 남구 신정로 87번길 2,052-241-2630,052-241-2647
334,울산광역시,남부소방서,장생포119안전센터,울산광역시 남구 매암로 18,052-241-2560,052-241-2569
335,울산광역시,남부소방서,무거119안전센터,울산광역시 남구 문수로 89,052-241-2650,052-241-2669
336,울산광역시,남부소방서,공단119안전센터,울산광역시 남구 사평로 161,052-241-2670,052-241-2689
337,울산광역시,남부소방서,옥동119안전센터,울산광역시 남구 대공원입구로21번길 20,052-241-2690,052-241-2709
338,울산광역시,동부소방서,화암119안전센터,울산광역시 동구 꽃바위2가길 9,052-241-2720,052-241-2739
339,울산광역시,동부소방서,화정119안전센터,울산광역시 동구 방어진순환도로 601,052-241-2740,052-241-2759
340,울산광역시,동부소방서,전하119안전센터,울산광역시 동구 진성4가길 8,052-241-2760,052-241-2779
341,울산광역시,북부소방서,송정119안전센터,울산광역시 북구 화동로 178,052-229-8200,052-229-8219
342,울산광역시,북부소방서,농소119안전센터,울산광역시 북구 아진로 72,052-229-8240,052-229-8259
343,울산광역시,북부소방서,매곡119안전센터,울산광역시 북구 오토밸리로 1024,052-229-8260,052-229-8279
344,울산광역시,북부소방서,염포119안전센터,울산광역시 북구 염포로 769,052-229-8220,052-229-8239
345,울산광역시,북부소방서,강동119안전센터,울산광역시 북구 산하중앙2로 231 ,052-229-8280,052-229-8289
346,울산광역시,온산소방서,온산119안전센터,울산광역시 울주군 온산읍 덕신로 232,052-241-2860,052-241-2879
347,울산광역시,온산소방서,온양119안전센터,울산광역시 울주군 온양읍 온양로 74,052-241-2890,052-241-2909
348,울산광역시,온산소방서,웅촌119안전센터,울산광역시 울주군 웅촌면 곡천검단로 9,052-241-2910,052-241-2929
349,울산광역시,온산소방서,화산119안전센터,울산광역시 울주군 온산읍 공단로 417,052-241-2840,052-241-2859
350,울산광역시,울주소방서,언양119안전센터,울산광역시 울주군 언양읍 남천둑길 99,052-241-2461,052-241-2479
351,울산광역시,울주소방서,범서119안전센터,울산광역시 울주군 범서읍 구영앞길 99,052-241-2501,052-241-2519
352,울산광역시,울주소방서,두서119안전센터,울산광역시 울주군 두서면 인보로 85,052-241-2551,
353,세종특별자치시,조치원소방서,조치원119안전센터,세종특별자치시 조치원읍 세종로 2439,044-300-8523,044-863-6119
354,세종특별자치시,조치원소방서,전의119안전센터,세종특별자치시 전의면 서정길 46-6,044-300-8533,044-862-7119
355,세종특별자치시,조치원소방서,부강119안전센터,세종특별자치시 부강면 청연로 7,044-300-8543,044-277-7078
356,세종특별자치시,조치원소방서,연서119안전센터,세종특별자치시 연서면 도신고복로 306,044-300-8553,044-862-8119
357,세종특별자치시,세종소방서,어진119안전센터,세종특별자치시 절재로 301(어진동),044-300-8623,044-864-9119
358,세종특별자치시,세종소방서,아름119안전센터,세종특별자치시 보듬3로 119(아름동),044-300-8633,044-269-5645
359,세종특별자치시,세종소방서,한솔119안전센터,세종특별자치시 노을3로 29(한솔동),044-300-8643,044-862-2419
360,세종특별자치시,세종소방서,보람119안전센터,세종특별자치시 남세종로 436(보람동),044-300-8653,044-864-3119
361,세종특별자치시,세종소방서,장군119안전센터,세종특별자치시 장군면 장척로 391,044-300-8664,044-868-5114
362,경기도,수원소방서,정자119안전센터,경기도 수원시 정자천로189번길 12,031-8012-9500,031-280-8520
363,경기도,수원소방서,원천119안전센터,경기도 수원시 영통구 중부대로 349,031-8012-9530,031-280-8523
364,경기도,수원소방서,파장119안전센터,경기도 수원시 장안구 서부로 2308,031-8012-9570,031-280-8526
365,경기도,수원소방서,이의119안전센터,경기도 수원시 영통구 도청로 10,031-8012-9580,031-280-8527
366,경기도,수원소방서,영통119안전센터,경기도 수원시 영통구 매영로 325,031-8012-9140,031-280-8515
367,경기도,수원남부소방서,남부119안전센터,경기도 수원시 권선구 동수원로 286,031-639-8500,031-280-8521
368,경기도,수원남부소방서,매산119안전센터,경기도 수원시 팔달구 매산로 89,031-639-8520,031-280-8522
369,경기도,수원남부소방서,지만119안전센터,경기도 수원시 팔달구 경수대로 660,031-639-8530,031-280-8524
370,경기도,수원남부소방서,서둔119안전센터,경기도 수원시 권선구 서호동로 48,031-639-8540,031-280-8525
371,경기도,수원남부소방서,고색119안전센터,경기도 수원시 권선구 서부로 1614,031-639-8550,031-280-8528
372,경기도,수원남부소방서,호매실119안전센터,경기도 수원시 권선구 금곡로 194,031-639-8560,031-280-8529
373,경기도,성남소방서,수진119안전센터,경기도 성남시 수정구 제일로 111,031-720-0500,031-280-8536
374,경기도,성남소방서,신흥119안전센터,경기도 성남시 수정구 시민로 151,031-720-0510,031-280-8537
375,경기도,성남소방서,상대원119안전센터,경기도 성남시 중원구 둔촌대로 469,031-720-0530,031-280-8538
376,경기도,성남소방서,단대119안전센터,경기도 성남시 수정구 논골로 11번길 7-2,031-720-0520,031-280-8539
377,경기도,성남소방서,위례119안전센터,경기도 성남시 수정구 헌릉로 1003,031-720-0540,031-280-8540
378,경기도,성남소방서,태평119안전센터,경기도 성남시 수정구 성남대로 1312,031-720-0550,031-280-8541
379,경기도,성남소방서,고등119안전센터,경기도 성남시 수정구 대왕판교로 931,031-720-0560,031-280-8541
380,경기도,분당소방서,서현119안전센터,경기도 성남시 분당구 양현로 14,031-8018-3500,031-280-8547
381,경기도,분당소방서,판교119안전센터,경기도 성남시 분당구 대왕판교로644번길 62,031-8018-3510,031-280-8548
382,경기도,분당소방서,서판교119안전센터,경기도 성남시 분당구 운중로 88,031-8018-3560,031-280-8896
383,경기도,분당소방서,수내119안전센터,경기도 성남시 분당구 백현로 241,031-8018-3520,031-280-8549
384,경기도,분당소방서,야탑119안전센터,경기도 성남시 분당구 양현로 485,031-8018-3530,031-280-8550
385,경기도,분당소방서,구미119안전센터,경기도 성남시 분당구 돌마로 138,031-8018-3550,031-280-8551
386,경기도,부천소방서,중앙119안전센터,경기도 부천시 신흥로 115 ,032-650-4500,032-280-8580
387,경기도,부천소방서,오정119안전센터,경기도 부천시 신흥로 499 ,032-650-4510,032-280-8581
388,경기도,부천소방서,중동119안전센터,경기도 부천시 부일로 346 ,032-650-4520,032-280-8582
389,경기도,부천소방서,괴안119안전센터,경기도 부천시 부광로8번길 49,032-650-4530,032-280-8583
390,경기도,부천소방서,원종119안전센터,경기도 부천시 원종로79번길 41 ,032-650-4540,032-280-8584
391,경기도,부천소방서,상동119안전센터,경기도 부천시 장말로 113 ,032-650-4550,032-280-8585
392,경기도,부천소방서,서부119안전센터,경기도 부천시 계남로 169 ,032-650-4560,032-280-8586
393,경기도,부천소방서,범박119안전센터,경기도 부천시 범안로 127,032-650-4570,032-280-8587
394,경기도,부천소방서,신상119안전센터,경기도 부천시 상동로117번길 36 ,032-650-4580,032-280-8588
395,경기도,부천소방서,여월119안전센터,경기도 부천시 여월로 62 ,032-650-4590,032-280-8589
396,경기도,안양소방서,부림119안전센터,경기도 안양시 동안구 관평로212번길 32(관양동),031-470-0500,031-280-8595
397,경기도,안양소방서,안양119안전센터,경기도 안양시 만안구 현충로 55(안양동),031-470-0510,031-280-8596
398,경기도,안양소방서,관양119안전센터,경기도 안양시 동안구 동편로13번길 6(관양동),031-470-0530,031-280-8597
399,경기도,안양소방서,석수119안전센터,경기도 안양시 만안구 석수로 28(석수동),031-470-0540,031-280-8598
400,경기도,안양소방서,귀인119안전센터,경기도 안양시 동안구 평촌대로 104(평촌동),031-470-0550,031-280-8599
401,경기도,안양소방서,박달119안전센터,경기도 안양시 만안구 오리로 38(박달동),031-470-0560,031-280-8600
402,경기도,안산소방서,고잔119안전센터,경기도 안산시 단원구 화랑로 407,031-470-7500,031-280-8606
403,경기도,안산소방서,원시119안전센터,경기도 안산시 단원구 동산로 31,031-470-7510,031-280-8607
404,경기도,안산소방서,선부119안전센터,겅기도 안산시 단원구 선부광장서로 43,031-470-7520,031-280-8608
405,경기도,안산소방서,성곡119안전센터,경기도 안산시 단원구 장자골로 66,031-470-7540,031-280-8609
406,경기도,안산소방서,월피119안전센터,경기도 안산시 상록구 충장로 645,031-470-7550,031-280-8610
407,경기도,안산소방서,군자119안전센터,경기도 안산시 단원구 번영1로 45,031-470-7560,031-280-8611
408,경기도,안산소방서,사동119안전센터,경기도 안산시 상록구 항가울로 230,031-470-7570,031-280-8612
409,경기도,안산소방서,대부119안전센터,경기도 안산시 단원구 영전로 375,031-470-7580,031-280-8613
410,경기도,안산소방서,반월119안전센터,경기도 안산시 상록구 건지미길 48,031-470-7590,031-280-8614
411,경기도,안산소방서,신길119안전센터,경기도 안산시 단원구 삼일로 50,031-470-7480,031-280-8615
412,경기도,용인소방서,역북119안전센터,경기도 용인시 처인구 명지로 45,031-8021-0500,031-280-8622
413,경기도,용인소방서,구갈119안전센터,경기도 용인시 기흥구 신구로 74,031-8021-0510,031-280-8623
414,경기도,용인소방서,수지119안전센터,경기도 용인시 수지구 풍덕천로 177,031-8021-0520,031-280-8624
415,경기도,용인소방서,양지119안전센터,경기도 용인시 처인구 양지면 남평로 46,031-8021-0530,031-280-8625
416,경기도,용인소방서,남사119안전센터,경기도 용인시 처인구 남사면 봉무로 13,031-8021-0540,031-280-8626
417,경기도,용인소방서,포곡119안전센터,경기도 용인시 처인구 포곡읍 포곡로 252,031-8021-0550,031-280-8627
418,경기도,용인소방서,이동119안전센터,경기도 용인시 처인구 이동면 백옥대로 416-2,031-8021-0560,031-280-8628
419,경기도,용인소방서,보정119안전센터,경기도 용인시 기흥구 보정로114번길 2,031-8021-0570,031-280-8629
420,경기도,용인소방서,백암119안전센터,경기도 용인시 처인구 백암면 백암로 247,031-8021-0580,031-280-8630
421,경기도,용인소방서,동백119안전센터,경기도 용인시 기흥구 동백6로 33,031-8021-0590,031-280-8631
422,경기도,용인소방서,모현119안전센터,경기도 용인시 처인구 모현면 독점로 31-12,031-8021-0140,031-280-8632
423,경기도,용인소방서,기흥119안전센터,경기도 용인시 기흥구 한보라1로 128,031-8021-0150,031-280-8875
424,경기도,평택소방서,비전119안전센터,경기도 평택시 중앙로 273,031-8053-6500,031-280-8662
425,경기도,평택소방서,안중119안전센터,경기도 평택시 안중읍 안현로서7길 28,031-8053-6530,031-280-8663
426,경기도,평택소방서,팽성119안전센터,경기도 평택시 팽성읍 팽성화로 172,031-8053-6510,031-280-8664
427,경기도,평택소방서,포승119안전센터,경기도 평택시 포승읍 평택항로 156번길 11,031-8053-6540,031-280-8665
428,경기도,송탄소방서,신장119안전센터,경기도 평택시 경기대로 1627(신장동),031-685-8500,031-685-8509
429,경기도,송탄소방서,진위119안전센터,경기도 평택시 진위면 봉남길 30,031-685-8510,031-685-8519
430,경기도,송탄소방서,모곡119안전센터,경기도 평택시 산단로64번길 2 (모곡동),031-685-8520,031-685-8529
431,경기도,송탄소방서,서탄119안전센터,경기도 평택시 서탄면 서탄로 241,031-685-8530,031-685-8539
432,경기도,송탄소방서,고덕119안전센터,경기도 평택시 고덕면 고덕로 335,031-695-8540,031-685-8549
