철도운영기관명,운영기관코드,운영노선명,노선코드,역명,역코드,관리번호,지상지하구분,지상지하구분코드,역층,상세위치,금융기관명,이용가능시간,연락처,데이터기준일자,참고사항
서울교통공사,S1,6호선,6,이태원역,0479,606,지하,2,2,2번 출구 방향,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,6호선,6,고려대역,0047,607,지하,2,1,"3,4,5,6번 출구 방향",㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,6호선,6,태릉입구역,0568,608,지하,2,1,아이센터 좌측,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,도봉산역,0146,701,지상,1,1,대합실 외부 1번출구와 2번출구 사이,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,노원역,0115,702,지하,2,1,"4,7번 출구 방향",㈜한네트,05:00~24:00,080-023-5542,20251231,삭제
서울교통공사,S1,7호선,7,중계역,0524,703,지하,2,1,1번출구 기둥 옆 벽면,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,하계역,0581,704,지하,2,1,3번출구 및 5번출구 사이,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,공릉역,0055,705,지하,2,1,1.2번과 3.4번 출구 사이,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,중화역,0530,706,지하,2,1,"1,4번 출구 방향",㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,상봉역,0276,707,지하,2,1,5번출구 근처 게이트 안쪽 아이센터 부근,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,면목역,0196,708,지하,2,1,2번출구 앞,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,사가정역,0256,709,지하,2,1,아이센터 옆,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,중곡역,0525,710,지하,2,1,2번 출구 방향,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,군자역,0082,711,지하,2,2,"7,8번 출구 계단 앞 대합실",㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,어린이대공원역,0408,712,지하,2,1,6번출구 계단 올라가기 전,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,건대입구역,0031,713,지하,2,2,아이센터 인근 사물함 옆 벽면,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,청담역,0550,714,지하,2,4,12번 출구 좌측 벽면,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,강남구청역,0018,715,지하,2,2,화장실 부근,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,학동역,0582,716,지하,2,1,화장실 부근,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,논현역,0120,717,지하,2,2,대합실 만남의 광장 앞,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,고속터미널역,0048,718,지하,2,1,지하2층 중앙 18번 기둥 앞,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,상도역,0273,719,지하,2,1,"1,2,3,4,5번 출구 방향 중앙",㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,신대방삼거리역,0358,720,지하,2,1,"5,6번 출구 방향",㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,대림역,0130,721,지하,2,1,"9,10번 출구 방향 화장실 옆 대합실",㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,남구로역,0103,722,지하,2,1,화장실 입구,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,가산디지털단지역,0004,723,지하,2,1,개방통로 중앙,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,철산역,0547,724,지하,2,1,아이센터 출입문 옆,㈜한네트,05:00~24:00,080-023-5542,20251231,삭제
서울교통공사,S1,7호선,7,광명사거리역,0064,725,지하,2,1,"지하1층 대합실(4,5번 출구와 스마트도서관 사이)",㈜한네트,05:00~24:00,080-023-5542,20251231,삭제
서울교통공사,S1,7호선,7,천왕역,0545,726,지하,2,1,화장실 옆 벽면,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,8호선,8,천호역,0546,801,지하,2,1,5호선 게이트 5~7번 출구방향 엔터식스몰 통로,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,8호선,8,장지역,0504,802,지하,2,1,"대합실 끝 1, 2번출구방향",㈜한네트,05:00~24:00,080-023-5542,20251231,삭제
서울교통공사,S1,8호선,8,복정역,0238,803,지하,2,1,화장실 앞 기둥,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,8호선,8,수진역,0342,804,지하,2,1,화장실 앞 기둥,㈜한네트,05:00~24:00,080-023-5542,20251231,
서해철도㈜,SW,서해선,WS,소사역(서울신대),0323,1,지하,2,1,(B1) 대합실 편의점 근처,한국전자금융㈜,04:25~00:50,1577-4655,20240430,
서해철도㈜,SW,서해선,WS,시흥대야역,1143,2,지하,2,1,"(B1) 대합실 편의점 근처, 2번 출입구 방향",한국전자금융㈜,05:00~00:00,1577-4655,20240430,
서해철도㈜,SW,서해선,WS,신천역,1144,3,지하,2,1,(B1) 3번 출입구 방향 CU편의점,한국전자금융㈜,04:30-24:50,1577-4655,20240430,
서해철도㈜,SW,서해선,WS,시흥능곡역,1147,4,지하,2,1,"(B1) 화장실 맞은편, CU 편의점 옆",한국전자금융㈜,04:30-24:50,1577-4655,20240430,
서해철도㈜,SW,서해선,WS,선부역,1149,5,지하,2,1,(B1) 하선승강장 게이트 옆 CU 편의점,한국전자금융㈜,04:30-24:50,1577-4655,20260316,
서해철도㈜,SW,서해선,WS,초지역,0559,6,지하,2,2,"(B2) 종점대합실 CU편의점, 5번 출입구 방향",한국전자금융㈜,04:30-24:50,1577-4656,20240430,
신분당선,DX,신분당선,D1,동천역,0168,1,지하,2,1,(B1) 대합실 → 1번 출입구 방향,은행공용,04:40~23:40,080-920-2220,20251231,
신분당선,DX,신분당선,D1,수지구청역,0341,2,지하,2,1,(B1) 대합실 2번 출입구 앞,은행공용 금융서비스,05:00~00:30,080-920-2220,20251231,
신분당선,DX,신분당선,D1,성복역,0313,3,지하,2,1,(B1) 대합실 고객안내센터 앞,노틸러스효성,05:30~00:30,080-920-2220,20251231,
신분당선,DX,신분당선,D1,상현,0283,4,지하,2,1,(B1) 1번 출구와 2번출구 사이 E/V #1 뒷편,노틸리스효성,05:30~00:30,080-920-2220,20251231,
신분당선,DX,신분당선,D1,광교중앙(아주대),0061,5,지하,2,2,(B2) 대합실 1번 출입구 방향,노틸러스 효성 ATM,05:00~00:30,080-920-2220,20251231,
신분당선,DX,신분당선,D1,광교(경기대),0060,6,지상,1,2,(2F) 대합실 2번 출입구 방향,노틸러스효성,05:30~00:30,080-920-2220,20251231,
인천교통공사,IC,인천1호선,I1,계양역,0045,1,지상,1,1,출입구 주변 화장실 근처,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천1호선,I1,박촌역,0213,2,지하,2,1,"고객센터 맞은편, 4번 출입구 방향",㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천1호선,I1,임학역,0495,3,지하,2,1,송도달빛축제공원 방면 엘리베이터 근처,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천1호선,I1,계산역,0044,4,지하,2,2,송도달빛축제공원 방면 엘리베이터 근처,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천1호선,I1,경인교대입구역,0041,5,지하,2,2,송도달빛축제공원 방면 엘리베이터 근처,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천1호선,I1,작전역,0496,6,지하,2,1,표 내는 곳 주변 편의점 근처,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천1호선,I1,갈산역,0016,7,지하,2,1,4번 출입구 방면 엘리베이터 맞은편,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천1호선,I1,부평구청역,0250,8,지하,2,1,화장실 입구 좌측,SC제일은행,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천1호선,I1,부평시장역,0252,9,지하,2,1,"화장실 입구 우측, 4번 출입구 방향",SC제일은행,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천1호선,I1,부평역,0249,10,지하,2,4,송도달빛축제공원 방면 승강장 5-3칸 맞은편,SC제일은행,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천1호선,I1,동수역,0163,11,지하,2,1,화장실 근처,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천1호선,I1,부평삼거리역,0251,12,지하,2,1,"고객센터 맞은편, 1번 출입구 방향",㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천1호선,I1,간석오거리역,0014,13,지하,2,2,표 사는 곳 맞은편,SC제일은행,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천1호선,I1,인천시청역,0490,14,지하,2,3,고객센터 맞은편,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천1호선,I1,예술회관역,0425,15,지하,2,2,계양방면 표 내는 곳 우측 25m,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천1호선,I1,인천터미널역,0491,16,지하,2,1,계양방면 엘리베이터 근처,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천1호선,I1,문학경기장역,0209,17,지하,2,1,2번 출입구 방향 기둥근처,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천1호선,I1,선학역,0311,18,지하,2,1,"3,4번 출입구방향 좌측 벽면",㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천1호선,I1,신연수역,0368,19,지하,2,1,"1,2번 출입구방면 우측 벽면",㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천1호선,I1,원인재역,0458,20,지하,2,1,6번 출입구방면 벽면,㈜한국전자금융,24시간,1577-4655,20251231,
인천교통공사,IC,인천1호선,I1,동춘역,0169,21,지하,2,1,양방향 엘리베이터 중간 벽면,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천1호선,I1,동막역,0160,22,지하,2,1,화장실 입구 우측,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천1호선,I1,캠퍼스타운역,0565,23,지하,2,1,외부 화장실 입구 좌측,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천1호선,I1,테크노파크역,0570,24,지하,2,1,외부 화장실 입구 좌측,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천1호선,I1,지식정보단지역,0534,25,지하,2,1,만남의 광장 촤측,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천1호선,I1,인천대입구역,0488,26,지하,2,1,외부 화장실 입구 좌측,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천1호선,I1,센트럴파크역,0321,27,지하,2,1,외부 화장실 입구 우측,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천2호선,I2,검단사거리역,0032,1,지하,2,1,표 사는 곳 맞은편 기둥,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천2호선,I2,마전역,0183,2,지하,2,1,수유실 맞은편 기둥,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천2호선,I2,완정역,0439,3,지하,2,1,표 내는 곳 뒷편 벽면,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천2호선,I2,검암역,0035,4,지상,1,2,고객센터 맞은편 벽면,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천2호선,I2,아시아드경기장역,0383,5,지하,2,1,"1,2번 출입구 방향",㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천2호선,I2,서구청역,0288,6,지하,2,1,화장실 입구,신한은행,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천2호선,I2,가정역,0008,7,지하,2,1,"4번 출입구 방향, 화장실 맞은편",㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천2호선,I2,가정중앙시장역,0009,8,지하,2,1,고객센터 맞은편 1번 출입구 방향,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천2호선,I2,석남역,0301,9,지하,2,1,고객센터 맞은편 1번 출입구 방향,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천2호선,I2,인천가좌역,0483,10,지하,2,1,2번 출입구 방향 벽면,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천2호선,I2,주안역,0519,11,지하,2,1,화장실 입구 우측,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천2호선,I2,시민회관역,0346,12,지하,2,1,고객센터 좌측,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천2호선,I2,모래내시장역,0202,13,지하,2,2,표 사는 곳 맞은편,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천2호선,I2,만수역,0187,14,지하,2,1,"3,4번  출입구 엘리베이터 근처",㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,인천2호선,I2,인천대공원역,0487,15,지상,1,1,표 내는 곳 뒷편,㈜한국전자금융,역개방시간,1577-4655,20251231,
인천교통공사,IC,7호선,7,까치울역,0101,1,지하,2,1,표 내는 곳 좌측 I센터 근처,㈜한네트,역개방시간,02-2125-6000,20251231,
인천교통공사,IC,7호선,7,부천종합운동장역,0248,2,지하,2,1,화장실 앞,㈜한네트,역개방시간,02-2125-6000,20251231,
인천교통공사,IC,7호선,7,춘의역,0561,3,지하,2,1,화단 앞,㈜한네트,역개방시간,02-2125-6000,20251231,
인천교통공사,IC,7호선,7,신중동역,0374,4,지하,2,1,대합실 분수대 우측,㈜한네트,역개방시간,02-2125-6000,20251231,
인천교통공사,IC,7호선,7,부천시청역,0247,5,지하,2,1,표 내는 곳 좌측,㈜한네트,역개방시간,02-2125-6000,20251231,
인천교통공사,IC,7호선,7,상동역,0274,6,지하,2,1,표 내는 곳 우측 상가 옆,㈜한네트,역개방시간,02-2125-6000,20251231,
인천교통공사,IC,7호선,7,삼산체육관역,0265,7,지하,2,1,"4,5번 출입구 중간",㈜한네트,역개방시간,02-2125-6000,20251231,
인천교통공사,IC,7호선,7,굴포천역,0085,8,지하,2,1,고객상담실 근처,㈜한네트,역개방시간,02-2125-6000,20251231,
인천교통공사,IC,7호선,7,부평구청역,0250,9,지하,2,1,고객상담실 방향 수유실 근처,㈜한네트,역개방시간,02-2125-6000,20251231,
인천교통공사,IC,7호선,7,산곡역,1352,10,지하,2,1,고객안내센터 앞,㈜한네트,역개방시간,02-2125-6000,20251231,
인천교통공사,IC,7호선,7,석남역,0301,11,지하,2,4,표 내는 곳 좌측,㈜한네트,역개방시간,02-2125-6000,20251231,
㈜SR,SR,GTX-A,A,동탄,1137,1,지하,2,4,(B4) 대합실 승차권 키오스크 인근,우리은행,09:00~23:00,02-2226-0333,20240508,"동탄역은 ㈜SR에서 
위탁운영중"
코레일,KR,1호선,1,간석역,0013,1,지상,1,1,2번출구 북광장 계단 옆,IBK기업은행,24시간,1577-4655,20231230,
코레일,KR,분당선,K1,강남구청역,0018,2,지하,2,1,3번 출구 방향,KB국민은행,09:00~23:00,1577-4656,20220604,
코레일,KR,경강선,K5,경기광주,0037,3,지상,1,1,(1F)1번 출입구 방풍실 내,한국전자금융,05:00~00:00,1577-4655,20231216,
코레일,KR,4호선,4,고잔역,0049,4,지상,1,1,2번출구 옆,IBK기업은행,00:00~23:59,1577-4655,20231215,
코레일,KR,1호선,1,광명,0063,5,지상,1,1,(1F) 서편 3번 출입구,우리은행,05:00~25:00,02-899-3286,20260124,
코레일,KR,1호선,1,광명,0063,6,지상,1,1,(1F) 동편 6번 출입구,우리은행,05:00~25:00,02-899-3286,20260124,
코레일,KR,1호선,1,광명,0063,7,지상,1,1,(1F) 서편 2번 출입구,우리은행,05:00~25:00,02-899-3286,20260124,
코레일,KR,1호선,1,구로역,0069,8,지상,1,3,(3F)맞이방 엘리베이터 옆,은행공통365코너,05:00~00:00,1577-4655,20260123,
코레일,KR,수인선,K1,남동인더스파크,0105,9,지상,1,1,2번 출입구 밖 광장,IBK 기업은행,00:00~24:00,1577-4655,20260125,
코레일,KR,1호선,1,당정역,0127,10,지상,1,1,(1F) 3번 출입구 방향,IBK기업은행,24시간,1577-4655,20230508,
코레일,KR,대경선,K7,대구,0764,11,지상,1,3,맞이방 여자화장실 옆,"iM뱅크(구,대구은행)",05:00~24:00,1588-5050,20260126,
코레일,KR,1호선,1,대방,0132,12,지상,1,1,(F1)역광장,IBK기업은행,00:00~24:00,1588-2588,20231217,
코레일,KR,대경선,K7,동대구,0769,13,지상,1,3,(대구은행) 3번 출입구 밖(우리은행) 4번 출입구 앞,"(대구은행) 3번 출입구 밖
(우리은행) 4번 출입구 앞",00:00~24:00,"1588-3118,1588-3365",20260123,
코레일,KR,1호선,1,동암역,0164,14,지상,1,1,1층 맞이방1번출구 엘리베이터 옆,신한은행,07:00~23:30,02-736-9521,20260123,
코레일,KR,1호선,1,동암역,0164,15,지상,1,1,1층 맞이방 중앙,한국전자금융,07:00~23:00,1577-4655,20260123,
코레일,KR,4호선,4,반월,0214,16,지상,1,1,(1F) 1번 출입구 앞 광장 옆,신한은행,07:00~23:30,1544-7474,20260123,
코레일,KR,1호선,1,병점(한신대),0231,17,지상,1,2,(2F) 1번 출입구 방향,한국전자금융 ATM,00:00~23:59,1577-4655,20231220,
코레일,KR,동해선,K6,부전,0690,18,지상,1,2,(2F) 맞이방 고객대기실 옆,새마을금고,00:00~23:59,051-809-7980,20230501,
코레일,KR,동해선,K6,부전,0690,19,지상,1,2,(2F) 맞이방 고객대기실 옆,새마을금고,00:00~23:59,051-809-7980,20230501,
코레일,KR,1호선,1,부천역,0246,20,지상,1,3,(3) 3층 1번출구 근처 맞이방,한국전자금융,00:00~24:00,1577-4655,20260123,
코레일,KR,1호선,1,부평역,0249,21,지상,1,2,"(2) 롯데마트 출입구 옆, 3번 출입구 방향",한국전자금융(주),00:00~24:00,1577-4655,20260123,
코레일,KR,1호선,1,부평역,0249,22,지하,2,2,(B2) 지하 맞이방,한국전자금융(주),00:00~24:00,1577-4655,20260123,
코레일,KR,4호선,4,산본,0260,23,지상,1,2,(2F) 고객 이용 십자통로 중앙 쪽 랄라블라 매장 앞,IBK기업은행,24시간운영,1577-4655,20231219,
코레일,KR,4호선,4,상록수역(안산대학교),0275,24,지상,1,1,역 앞 광장 중간,IBK기업은행,00:00~24:00,080-920-2220,20231215,
코레일,KR,대경선,K7,서대구,1380,25,지상,1,3,(3F) 2번 출구 식당 부근,대구은행,07:00~24:00,1588-3118,20260122,
코레일,KR,분당선,K1,서울숲,0295,26,지하,2,1,디타워 연결 통로(4번 출입구 방향),KB국민은행,07:00~23:30,1588-9999,20230515,
코레일,KR,분당선,K1,서울숲,0295,27,지하,2,1,디타워 연결 통로(4번 출입구 방향),우리은행,07:00~23:30,1577-4655,20230515,
코레일,KR,분당선,K1,서울숲,0295,28,지하,2,1,디타워 연결 통로(4번 출입구 방향),하나은행,07:00~23:30,1577-4655,20230515,
코레일,KR,분당선,K1,서울숲,0295,29,지하,2,1,디타워 연결 통로(4번 출입구 방향),신한은행,07:00~23:30,1577-8000,20230515,
코레일,KR,1호선,1,서정리역,0297,30,지상,1,1,1층 1번출구 계단 초입,IBK기업은행,24시간,1577-4655,20231220,
코레일,KR,분당선,K1,선정릉역,0309,31,지하,2,1,지하 1층 3번~4번 출입구  화장실 입구,IBK기업은행,24시간(역영업시간),1577-4655,20231215,
코레일,KR,1호선,1,성균관대,0312,32,지상,1,3,(3F) 코레일유통상가 에스켈레이터 옆,NH 농협은행,07:00~22:00,1577-4655,20260123,
코레일,KR,1호선,1,세류역,0318,33,지상,1,1,(1층) 1번 출입구 택시정류장 우측,IBK기업은행,24시간,1577-4655,20231215,
코레일,KR,1호선,1,세마,0319,34,지상,1,1,1번출구 밖,기업은행,09:00~23:00,1577-4655,20231217,23년7월 철거
코레일,KR,수인선,K1,소래포구,0322,35,지상,1,1,(1F) 2번출구 옆,IBK기업은행,00:00~24:00,1577-4655,20260125,
코레일,KR,1호선,1,송내,0327,36,지상,1,2,"(2F) 남쪽 화장실 근처, 1번 출입구 방향",한국전자금융,00:00~24:00,1577-4655,20260123,
코레일,KR,수인선,K1,송도,0328,37,지상,1,1,(1F) 1번 출입구 앞,IBK기업은행,00:00~24:00,1577-4655,20260125,
코레일,KR,1호선,1,송탄역,0331,38,지상,1,2,(2층) 맞이방,한국전자금융,00:00~23:59,1577-4655,20231217,
코레일,KR,1호선,1,송탄역,0331,39,지상,1,2,"(2층) 광장, 5번 출입구 방향",기업은행,00:00~23:59,1566-2566,20231217,
코레일,KR,1호선,1,수원역,0338,40,지하,2,1,(B1) 4번출구,한국전자금융㈜,24시간,1577-4655,20260123,
코레일,KR,1호선,1,수원역,0338,41,지하,2,1,(B1) 11.12.13번출구방면,한국전자금융㈜,24시간,1577-4655,20260123,
코레일,KR,1호선,1,수원역,0338,42,지상,1,2,(1F) 전철하행 게이트 자동발매기 옆,한국전자금융㈜,04:30~00:30,1577-4655,20260123,
코레일,KR,1호선,1,수원역,0338,43,지상,1,3,(3F) 국민은행,KB국민은행,04:30~00:30,1566-0022,20260123,
코레일,KR,1호선,1,신길역,0351,44,지상,1,2,(2F)1번출구 오른쪽,기업은행,00:00~24:00,1588-2588,20230507,23.6.30. 운영종료예정
코레일,KR,경의중앙선,K4,신촌역,0376,45,지상,1,2,(2층) 출입구 맞은편 1번 계단 옆,하나은행,24시간가능,1588-1111,20260124,
코레일,KR,1호선,1,안양,0390,46,지상,1,2,2층 역사 밖 연결통로 신한은행 부스,신한은행,07:00~23:30,080-850-1212,20260123,비상통화장치 은행 자체 운영
코레일,KR,분당선,K1,압구정로데오,0393,47,지하,2,1,(B1) 표 내는 곳 맞은편,IBK기업은행,04:30~00:20,1588-2588,20220604,
코레일,KR,1호선,1,역곡역,0414,48,지상,1,2,(2F)맞이방 방범셔터 안,한국전자금융,05:00~24:00,1577-4655,20260123,
코레일,KR,수인선,K1,연수역,0417,49,지상,1,1,남쪽광장 1번출구 (좌측) 벽면,IBK기업은행,00:00~24:00,1577-4655,20260125,
코레일,KR,1호선,1,영등포,0420,50,지하,2,1,"(B1) 맞이방 화장실 옆, 6번 출입구 방향",우리은행,05:00~24:00,1577-4655,20260123,
코레일,KR,1호선,1,영등포,0420,51,지하,2,1,"(B1) 맞이방 화장실 옆, 6번 출입구 방향",우리은행,05:00~24:00,1577-4655,20260123,
코레일,KR,1호선,1,오산,0431,52,지상,1,2,대합실 1번출구 방향 여자화장실 옆,한국전자금융(은행공동운영),00:00~23:59,1577-4655,20260123,
코레일,KR,1호선,1,오산대역,0432,53,지상,1,1,(1F) 2번 출입구,IBK기업은행,00:00~23:59,1577-4655,20231220,
코레일,KR,4호선,4,오이도역,0433,54,지상,1,1,(1층) 2번출구 서광장 앞,한국전자금융(기업은행),00:00~24:00,1577-4655,20231215,
코레일,KR,1호선,1,온수역,0435,55,지상,1,1,(1F) 3번 출구 방향,IBK 기업은행,24시간,1577-4655,20220607,한국전자금융
코레일,KR,1호선,1,온양온천역,0437,56,지상,1,1,"(F1) 엘리베이터5호기 근처, 1번 출입구 방향",우리은행,06:00~23:30,1588-3365,20251231,
코레일,KR,1호선,1,용산역,0447,57,지상,1,3,"(3F)맞이방 광역사무실 옆, 광역 개집표구 근처",NH농협은행,05:00~24:00,1577-4655,20260120,
코레일,KR,수인선,K1,원인재역,0458,58,지상,1,1,4번출구 외부우측,IBK기업은행,24시간,1577-4655,20260125,
코레일,KR,수인선,K1,월곶역,0461,59,지상,1,1,(1F) 1번출구 광장 왼쪽,IBK기업은행,09:00~23:00,1577-4655,20260125,
코레일,KR,1호선,1,의왕역,0469,60,지상,1,1,(F1) 2번 출입구 자전거보관소 옆,기업은행,00:00~24:00,1577-4655,20220615,
코레일,KR,수인선,K1,인천논현,0486,61,지상,1,1,(1F) 3번출구계단 아래 쪽,기업은행,24시간,1588-2588,20260125,
코레일,KR,4호선,4,정왕,0510,62,지상,1,1,(1F) 맞이방 이동통로 중앙,한국전자금융NICE,00:00~23:59,1577-4655,20260123,
코레일,KR,수인선,K1,정왕,0510,63,지상,1,1,(1F) 맞이방 이동통로 중앙,한국전자금융NICE,00:00~23:59,1577-4655,20260123,
코레일,KR,1호선,1,주안,0519,64,지상,1,2,선상 맞이방,한국전자금융,09:00~23:00,02-2122-5545,20260124,
코레일,KR,1호선,1,중동역,0526,65,지상,1,1,2번출구 북광장,IBK기업은행,24시간,1577-4655,20220603,
코레일,KR,1호선,1,직산,0539,66,지상,1,2,엘리베이터 2호기와 3호기 사이,농협,06:00~24:00,041-583-3750,20251231,
코레일,KR,경강선,K5,판교,0574,67,지하,2,2,(B2) 맞이방 1번 출입구 방향,웰컴저축은행,24시간,1577-4655,20230505,
코레일,KR,1호선,1,평택역,0579,68,지상,1,3,(3F) 여자화장실 앞,IBK기업은행,00:00~23:59,1577-4655,20231220,
코레일,KR,1호선,1,평택지제(한경국립대),0535,69,지상,1,2,SRT대합실 내 편의점  (7-eleven),LOTFEATM,09:00-23:00,1566-9493,20230509,
코레일,KR,수인선,K1,호구포,0595,70,지상,1,1,(1F) 2번출입구 우측 도보 50M,기업은행,24시간,1577-4655,20260125,
코레일,KR,1호선,1,화서역,0601,71,지상,1,1,(1) 역사 외부 3번/4번 출입구 사이,기업은행,24시간,1577-4655,20230508,
